timestamp,parameter,value,latitude,longitude,valid_machine,valid_campaign,valid_human
2020-06-09 09:00:00 UTC,electrical_conductivity,323.5175263414199,45.573071666666664,10.706688157894737,0,0,0
2020-06-09 09:00:01 UTC,electrical_conductivity,330.24460648766586,45.573071666666664,10.706877192982457,0,0,0
2020-06-09 09:00:02 UTC,electrical_conductivity,333.3104152397205,45.573071666666664,10.707066228070175,0,0,0
2020-06-09 09:00:03 UTC,electrical_conductivity,351.69434233219636,45.573071666666664,10.707255263157895,0,0,0
2020-06-09 09:00:04 UTC,electrical_conductivity,356.13865570964646,45.573071666666664,10.707444298245614,0,0,0
2020-06-09 09:00:05 UTC,electrical_conductivity,326.35905271797634,45.57320371428571,10.706499122807019,0,0,0
2020-06-09 09:00:06 UTC,electrical_conductivity,322.65837098745465,45.57320371428571,10.706688157894737,0,0,0
2020-06-09 09:00:07 UTC,electrical_conductivity,327.2919259240765,45.57320371428571,10.706877192982457,0,0,0
2020-06-09 09:00:08 UTC,electrical_conductivity,335.4260796699109,45.57320371428571,10.707066228070175,0,0,0
2020-06-09 09:00:09 UTC,electrical_conductivity,361.8151992389846,45.57320371428571,10.707255263157895,0,0,0
2020-06-09 09:00:10 UTC,electrical_conductivity,381.4700969939053,45.57320371428571,10.707444298245614,0,0,0
2020-06-09 09:00:11 UTC,electrical_conductivity,351.69457699566817,45.57333576190476,10.706310087719299,0,0,0
2020-06-09 09:00:12 UTC,electrical_conductivity,341.9159412862428,45.57333576190476,10.706499122807019,0,0,0
2020-06-09 09:00:13 UTC,electrical_conductivity,326.7014721325401,45.57333576190476,10.706688157894737,0,0,0
2020-06-09 09:00:14 UTC,electrical_conductivity,326.4768629941197,45.57333576190476,10.706877192982457,0,0,0
2020-06-09 09:00:15 UTC,electrical_conductivity,342.61322731562547,45.57333576190476,10.707066228070175,0,0,0
2020-06-09 09:00:16 UTC,electrical_conductivity,409.86076352136166,45.57333576190476,10.707255263157895,0,0,0
2020-06-09 09:00:17 UTC,electrical_conductivity,453.4963709987583,45.57333576190476,10.707444298245614,0,0,0
2020-06-09 09:00:18 UTC,electrical_conductivity,334.8734999410206,45.573467809523805,10.70593201754386,0,0,0
2020-06-09 09:00:19 UTC,electrical_conductivity,330.5999353873287,45.573467809523805,10.706121052631579,0,0,0
2020-06-09 09:00:20 UTC,electrical_conductivity,344.350428521197,45.573467809523805,10.706310087719299,0,0,0
2020-06-09 09:00:21 UTC,electrical_conductivity,345.45802795212876,45.573467809523805,10.706499122807019,0,0,0
2020-06-09 09:00:22 UTC,electrical_conductivity,331.37982594588584,45.573467809523805,10.706688157894737,0,0,0
2020-06-09 09:00:23 UTC,electrical_conductivity,327.03937777927786,45.573467809523805,10.706877192982457,0,0,0
2020-06-09 09:00:24 UTC,electrical_conductivity,313.5144999963488,45.573467809523805,10.707066228070175,0,0,0
2020-06-09 09:00:25 UTC,electrical_conductivity,544.2433525624256,45.573467809523805,10.707255263157895,0,0,0
2020-06-09 09:00:26 UTC,electrical_conductivity,543.305385513059,45.573467809523805,10.707444298245614,0,0,0
2020-06-09 09:00:27 UTC,electrical_conductivity,332.70739991095223,45.57359985714285,10.70574298245614,0,0,0
2020-06-09 09:00:28 UTC,electrical_conductivity,329.9311290302577,45.57359985714285,10.70593201754386,0,0,0
2020-06-09 09:00:29 UTC,electrical_conductivity,330.275371221952,45.57359985714285,10.706121052631579,0,0,0
2020-06-09 09:00:30 UTC,electrical_conductivity,337.072771420735,45.57359985714285,10.706310087719299,0,0,0
2020-06-09 09:00:31 UTC,electrical_conductivity,348.5183159649609,45.57359985714285,10.706499122807019,0,0,0
2020-06-09 09:00:32 UTC,electrical_conductivity,329.19987759745493,45.57359985714285,10.706688157894737,0,0,0
2020-06-09 09:00:33 UTC,electrical_conductivity,329.1998776262564,45.57359985714285,10.706877192982457,0,0,0
2020-06-09 09:00:34 UTC,electrical_conductivity,336.83820000788813,45.57359985714285,10.707066228070175,0,0,0
2020-06-09 09:00:35 UTC,electrical_conductivity,591.9400269719735,45.57359985714285,10.707444298245614,0,0,0
2020-06-09 09:00:36 UTC,electrical_conductivity,338.7023448609529,45.5737319047619,10.70574298245614,0,0,0
2020-06-09 09:00:37 UTC,electrical_conductivity,331.27505704107415,45.5737319047619,10.70593201754386,0,0,0
2020-06-09 09:00:38 UTC,electrical_conductivity,327.79217145188215,45.5737319047619,10.706121052631579,0,0,0
2020-06-09 09:00:39 UTC,electrical_conductivity,334.13518173745234,45.5737319047619,10.706310087719299,0,0,0
2020-06-09 09:00:40 UTC,electrical_conductivity,330.3101457999757,45.5737319047619,10.706688157894737,0,0,0
