latitude,longitude,value
45.573071666666664,10.706688157894737,6.783563157824013
45.573071666666664,10.706877192982457,6.744604590616305
45.573071666666664,10.707066228070175,6.714143509065964
45.573071666666664,10.707255263157895,6.7143625184165945
45.573071666666664,10.707444298245614,6.713480276632191
45.57320371428571,10.706499122807019,6.696998947354123
45.57320371428571,10.706688157894737,6.730576128822907
45.57320371428571,10.706877192982457,6.737910493893398
45.57320371428571,10.707066228070175,6.727081232040831
45.57320371428571,10.707255263157895,6.716789362205647
45.57320371428571,10.707444298245614,6.709111184261644
45.57333576190476,10.706310087719299,6.696002307690373
45.57333576190476,10.706499122807019,6.695929117621888
45.57333576190476,10.706688157894737,6.720615890379605
45.57333576190476,10.706877192982457,6.72493013525635
45.57333576190476,10.707066228070175,6.6991340904511345
45.57333576190476,10.707255263157895,6.692609704676618
45.57333576190476,10.707444298245614,6.677550150931246
45.573467809523805,10.70593201754386,6.6904399999999
45.573467809523805,10.706121052631579,6.693980967718843
45.573467809523805,10.706310087719299,6.694529714314749
45.573467809523805,10.706499122807019,6.6961916666281285
45.573467809523805,10.706688157894737,6.723939857245302
45.573467809523805,10.706877192982457,6.740599130431391
45.573467809523805,10.707066228070175,6.741417500000515
45.573467809523805,10.707255263157895,6.624140294263019
45.573467809523805,10.707444298245614,6.6424403123065385
45.57359985714285,10.70574298245614,6.688251999994887
45.57359985714285,10.70593201754386,6.68975612902113
45.57359985714285,10.706121052631579,6.692556857116136
45.57359985714285,10.706310087719299,6.693776285755243
45.57359985714285,10.706499122807019,6.696038947334246
45.57359985714285,10.706688157894737,6.744530999995239
45.57359985714285,10.706877192982457,6.744530999989271
45.57359985714285,10.707066228070175,6.74245599999617
45.57359985714285,10.707444298245614,6.605365135145252
45.5737319047619,10.70574298245614,6.68635827584961
45.5737319047619,10.70593201754386,6.688480285705056
45.5737319047619,10.706121052631579,6.68948085716593
45.5737319047619,10.706310087719299,6.69161636363447
45.5737319047619,10.706688157894737,6.7480229166849695
45.5737319047619,10.706877192982457,6.74758769231684
45.5737319047619,10.707066228070175,6.750234999999891
45.573863952380954,10.705553947368422,6.686223749998027
45.573863952380954,10.70574298245614,6.686426842069953
45.573863952380954,10.70593201754386,6.686170857162179
45.573863952380954,10.706121052631579,6.687672857145432
45.573863952380954,10.706688157894737,6.75183624999625
45.573863952380954,10.706877192982457,6.751585416652917
45.573996,10.705364912280702,6.683406470580887
45.573996,10.705553947368422,6.684925789500914
45.573996,10.70574298245614,6.685595277791147
45.573996,10.70593201754386,6.685143333326655
45.573996,10.706499122807019,6.7574500000017546
45.573996,10.706688157894737,6.7538516666920785
45.573996,10.706877192982457,6.753920000011444
45.57412804761905,10.705175877192982,6.678274999984454
45.57412804761905,10.705364912280702,6.681443333311155
45.57412804761905,10.705553947368422,6.684390789473728
45.57412804761905,10.70574298245614,6.685919032283368
45.57412804761905,10.706499122807019,6.755936666668396
45.57412804761905,10.706688157894737,6.7563338235255745
45.57412804761905,10.706877192982457,6.7566524999911755
45.57412804761905,10.707066228070175,6.755246666665697
45.574260095238095,10.704986842105264,6.6721790000255305
45.574260095238095,10.705175877192982,6.67573933329358
45.574260095238095,10.705364912280702,6.677999166680969
45.574260095238095,10.705553947368422,6.6809156666881435
45.574260095238095,10.706688157894737,6.756488749995579
45.574260095238095,10.706877192982457,6.758426666657578
45.574260095238095,10.707066228070175,6.766156000027669
45.57439214285714,10.704797807017544,6.675577999997808
45.57439214285714,10.704986842105264,6.670495625055346
45.57439214285714,10.705175877192982,6.675109722194779
45.57439214285714,10.705364912280702,6.675739333340076
45.57439214285714,10.705553947368422,6.679239999999894
45.57439214285714,10.706688157894737,7.112949456334649
45.57439214285714,10.706877192982457,6.93816703769031
45.57439214285714,10.707066228070175,6.838208066659455
45.57439214285714,10.707255263157895,6.783230481809885
45.57452419047619,10.704797807017544,6.654211935312553
45.57452419047619,10.704986842105264,6.663523142895336
45.57452419047619,10.705175877192982,6.669686666794548
45.57452419047619,10.706121052631579,7.298311111156148
45.57452419047619,10.706310087719299,7.281539666609867
45.57452419047619,10.706499122807019,7.255101489670654
45.57452419047619,10.706688157894737,7.255886439639245
45.57452419047619,10.706877192982457,6.881436522141927
45.57452419047619,10.707066228070175,6.849685999005736
45.57452419047619,10.707255263157895,6.799563962263457
45.57465623809524,10.704608771929825,6.640916428570124
45.57465623809524,10.704797807017544,6.6454508107133075
45.57465623809524,10.704986842105264,6.6522803030947335
45.57465623809524,10.705175877192982,6.661780909162141
45.57465623809524,10.705553947368422,7.327081111107673
45.57465623809524,10.70574298245614,7.31710764705176
45.57465623809524,10.70593201754386,7.312131481626621
45.57465623809524,10.706121052631579,7.297819394096296
45.57465623809524,10.706310087719299,7.286596315679636
45.57465623809524,10.706499122807019,7.2644536587170245
45.57465623809524,10.706688157894737,7.241491799930107
45.57465623809524,10.706877192982457,6.924588233935471
45.57465623809524,10.707066228070175,6.807109251200466
45.57465623809524,10.707255263157895,6.800471024118672
45.574788285714284,10.704419736842105,6.64031565217288
45.574788285714284,10.704608771929825,6.640683157894845
45.574788285714284,10.704797807017544,6.641120882350696
45.574788285714284,10.704986842105264,6.641546470589486
45.574788285714284,10.705175877192982,7.269912499989486
45.574788285714284,10.705364912280702,7.317753846055978
45.574788285714284,10.705553947368422,7.3310364287388206
45.574788285714284,10.70574298245614,7.321733999911773
45.574788285714284,10.70593201754386,7.313940769306245
45.574788285714284,10.706121052631579,7.302418571530623
45.574788285714284,10.706310087719299,7.287434399877542
45.574788285714284,10.706499122807019,7.278962500021407
45.57492033333333,10.704230701754387,6.638965294107604
45.57492033333333,10.704419736842105,6.639571428564871
45.57492033333333,10.704608771929825,6.640096176473617
45.57492033333333,10.704797807017544,6.640555714290285
45.57492033333333,10.704986842105264,7.223018888629566
45.57492033333333,10.705175877192982,7.256804999729492
