latitude,longitude,value
45.503971666666665,10.730463333333333,25.765977272736663
45.504098666666664,10.730463333333333,25.719920000674797
45.50422566666666,10.730463333333333,25.725299173798255
45.50435266666667,10.730463333333333,25.750670270613565
45.50447966666667,10.730463333333333,25.77756578958224
45.503971666666665,10.730641666666667,25.6774389827329
45.504098666666664,10.730641666666667,25.631843434838387
45.50422566666666,10.730641666666667,25.63519964996682
45.50435266666667,10.730641666666667,25.632883684563897
45.50447966666667,10.730641666666667,25.704939583871315
45.503971666666665,10.73082,25.590952747343962
45.504098666666664,10.73082,25.56008468721812
45.50422566666666,10.73082,25.558946209334533
45.50435266666667,10.73082,25.562248780480967
45.50447966666667,10.73082,25.561230952481083
45.503971666666665,10.730998333333334,25.543438805790505
45.504098666666664,10.730998333333334,25.533256509778813
45.50422566666666,10.730998333333334,25.53443512459617
45.50435266666667,10.730998333333334,25.528821749898025
45.50447966666667,10.730998333333334,25.52030642206334
45.503971666666665,10.731176666666666,25.46619423056587
45.504098666666664,10.731176666666666,25.5125609042627
45.50422566666666,10.731176666666666,25.516300000128318
45.50435266666667,10.731176666666666,25.519522418858365
45.50447966666667,10.731176666666666,25.516947499954192
45.503971666666665,10.731355,25.467260666240975
45.504098666666664,10.731355,25.484259400680244
45.50422566666666,10.731355,25.484367790164615
45.50435266666667,10.731355,25.478962931306317
45.50447966666667,10.731355,25.512024999964773
45.503971666666665,10.731533333333335,25.508428687573296
45.504098666666664,10.731533333333335,25.51949206657384
45.50422566666666,10.731533333333335,25.52980413775355
45.50435266666667,10.731533333333335,25.496371910183367
45.50447966666667,10.731533333333335,25.50005333335463
45.503971666666665,10.731711666666667,25.539802809381353
45.504098666666664,10.731711666666667,25.53644502496495
45.50422566666666,10.731711666666667,25.55536832231252
45.50435266666667,10.731711666666667,25.562826710206135
45.50447966666667,10.731711666666667,25.529931682838264
45.503971666666665,10.731890000000002,25.487844185156728
45.504098666666664,10.731890000000002,25.56578886393769
45.50422566666666,10.731890000000002,25.60639324336557
45.50435266666667,10.731890000000002,25.706356109015413
45.50447966666667,10.731890000000002,25.805583133861198
45.503971666666665,10.732068333333334,25.387999999923966
45.504098666666664,10.732068333333334,25.624149616640533
45.50422566666666,10.732068333333334,25.725839779720904
45.50435266666667,10.732068333333334,25.83303060649861
45.50447966666667,10.732068333333334,26.003354764182887
