latitude,longitude,value
45.503971666666665,10.730463333333333,8.72514136365577
45.504098666666664,10.730463333333333,8.757399427838973
45.50422566666666,10.730463333333333,8.772209512072997
45.50435266666667,10.730463333333333,8.782343999283608
45.50447966666667,10.730463333333333,8.722390789420546
45.503971666666665,10.730641666666667,8.758727627743497
45.504098666666664,10.730641666666667,8.837477034127248
45.50422566666666,10.730641666666667,8.86201284787711
45.50435266666667,10.730641666666667,8.893509635385598
45.50447966666667,10.730641666666667,8.830772652213403
45.503971666666665,10.73082,8.845333406912658
45.504098666666664,10.73082,8.912842296032093
45.50422566666666,10.73082,8.922811299706119
45.50435266666667,10.73082,8.944272187892103
45.50447966666667,10.73082,8.94122698398959
45.503971666666665,10.730998333333334,8.977946178743585
45.504098666666664,10.730998333333334,8.948751412811633
45.50422566666666,10.730998333333334,8.959480076893701
45.50435266666667,10.730998333333334,8.967119271450352
45.50447966666667,10.730998333333334,8.975650647761002
45.503971666666665,10.731176666666666,9.219330476681051
45.504098666666664,10.731176666666666,9.042040239081246
45.50422566666666,10.731176666666666,9.016308615941695
45.50435266666667,10.731176666666666,8.987843846283173
45.50447966666667,10.731176666666666,8.984254936273148
45.503971666666665,10.731355,9.189029334005813
45.504098666666664,10.731355,9.146674878004944
45.50422566666666,10.731355,9.13470235119608
45.50435266666667,10.731355,9.118393332972188
45.50447966666667,10.731355,9.065756249845153
45.503971666666665,10.731533333333335,9.087571230786368
45.504098666666664,10.731533333333335,9.064486886759656
45.50422566666666,10.731533333333335,9.033543029478192
45.50435266666667,10.731533333333335,9.044699496459412
45.50447966666667,10.731533333333335,8.783543332796144
45.503971666666665,10.731711666666667,9.02694985995948
45.504098666666664,10.731711666666667,9.034444558315107
45.50422566666666,10.731711666666667,8.998637570370029
45.50435266666667,10.731711666666667,8.952735648743225
45.50447966666667,10.731711666666667,8.968382081590558
45.503971666666665,10.731890000000002,9.055590697736807
45.504098666666664,10.731890000000002,9.00768518966387
45.50422566666666,10.731890000000002,8.942121284238477
45.50435266666667,10.731890000000002,8.841792593246131
45.50447966666667,10.731890000000002,8.675908385778577
45.503971666666665,10.732068333333334,9.262000000167026
45.504098666666664,10.732068333333334,9.013860910980288
45.50422566666666,10.732068333333334,8.848129747941247
45.50435266666667,10.732068333333334,8.688099121033217
45.50447966666667,10.732068333333334,8.470431434197796
