timestamp,parameter,value,latitude,longitude,valid_machine,valid_campaign,valid_human
2020-08-12 06:30:00 UTC,electrical_conductivity,279.4356667017789,45.503971666666665,10.730463333333333,0,0,0
2020-08-12 06:30:01 UTC,electrical_conductivity,277.37495654442563,45.504098666666664,10.730463333333333,0,0,0
2020-08-12 06:30:02 UTC,electrical_conductivity,278.3420695419106,45.50422566666666,10.730463333333333,0,0,0
2020-08-12 06:30:03 UTC,electrical_conductivity,278.9621818521461,45.50435266666667,10.730463333333333,0,0,0
2020-08-12 06:30:04 UTC,electrical_conductivity,280.3761000532554,45.50447966666667,10.730463333333333,0,0,0
2020-08-12 06:30:05 UTC,electrical_conductivity,277.28830509446306,45.503971666666665,10.730641666666667,0,0,0
2020-08-12 06:30:06 UTC,electrical_conductivity,277.10626133977115,45.504098666666664,10.730641666666667,0,0,0
2020-08-12 06:30:07 UTC,electrical_conductivity,277.58261129899347,45.50422566666666,10.730641666666667,0,0,0
2020-08-12 06:30:08 UTC,electrical_conductivity,277.7794120911728,45.50435266666667,10.730641666666667,0,0,0
2020-08-12 06:30:09 UTC,electrical_conductivity,279.96409090412936,45.50447966666667,10.730641666666667,0,0,0
2020-08-12 06:30:10 UTC,electrical_conductivity,278.070788887288,45.503971666666665,10.73082,0,0,0
2020-08-12 06:30:11 UTC,electrical_conductivity,277.00367908032507,45.504098666666664,10.73082,0,0,0
2020-08-12 06:30:12 UTC,electrical_conductivity,277.0651041960598,45.50422566666666,10.73082,0,0,0
2020-08-12 06:30:13 UTC,electrical_conductivity,277.28245035165605,45.50435266666667,10.73082,0,0,0
2020-08-12 06:30:14 UTC,electrical_conductivity,277.77534166634587,45.50447966666667,10.73082,0,0,0
2020-08-12 06:30:15 UTC,electrical_conductivity,279.50915630198386,45.503971666666665,10.730998333333334,0,0,0
2020-08-12 06:30:16 UTC,electrical_conductivity,276.96346045573074,45.504098666666664,10.730998333333334,0,0,0
2020-08-12 06:30:17 UTC,electrical_conductivity,276.72221806816907,45.50422566666666,10.730998333333334,0,0,0
2020-08-12 06:30:18 UTC,electrical_conductivity,276.39211991143173,45.50435266666667,10.730998333333334,0,0,0
2020-08-12 06:30:19 UTC,electrical_conductivity,277.2622524196972,45.50447966666667,10.730998333333334,0,0,0
2020-08-12 06:30:20 UTC,electrical_conductivity,277.58785996353953,45.503971666666665,10.731176666666666,0,0,0
2020-08-12 06:30:21 UTC,electrical_conductivity,276.4122589841732,45.504098666666664,10.731176666666666,0,0,0
2020-08-12 06:30:22 UTC,electrical_conductivity,276.79423822336287,45.50422566666666,10.731176666666666,0,0,0
2020-08-12 06:30:23 UTC,electrical_conductivity,276.59633851312105,45.50435266666667,10.731176666666666,0,0,0
2020-08-12 06:30:24 UTC,electrical_conductivity,276.8821153676435,45.50447966666667,10.731176666666666,0,0,0
2020-08-12 06:30:25 UTC,electrical_conductivity,276.8588175288266,45.503971666666665,10.731355,0,0,0
2020-08-12 06:30:26 UTC,electrical_conductivity,275.402677530129,45.504098666666664,10.731355,0,0,0
2020-08-12 06:30:27 UTC,electrical_conductivity,275.68001243849886,45.50422566666666,10.731355,0,0,0
2020-08-12 06:30:28 UTC,electrical_conductivity,275.02115844096363,45.50435266666667,10.731355,0,0,0
2020-08-12 06:30:29 UTC,electrical_conductivity,282.72462498790884,45.50447966666667,10.731355,0,0,0
2020-08-12 06:30:30 UTC,electrical_conductivity,275.541921367792,45.503971666666665,10.731533333333335,0,0,0
2020-08-12 06:30:31 UTC,electrical_conductivity,275.61109555610284,45.504098666666664,10.731533333333335,0,0,0
2020-08-12 06:30:32 UTC,electrical_conductivity,275.47173778288754,45.50422566666666,10.731533333333335,0,0,0
2020-08-12 06:30:33 UTC,electrical_conductivity,274.6835087714136,45.50435266666667,10.731533333333335,0,0,0
2020-08-12 06:30:34 UTC,electrical_conductivity,280.426533342438,45.50447966666667,10.731533333333335,0,0,0
2020-08-12 06:30:35 UTC,electrical_conductivity,275.870004726316,45.503971666666665,10.731711666666667,0,0,0
2020-08-12 06:30:36 UTC,electrical_conductivity,275.8466125158787,45.504098666666664,10.731711666666667,0,0,0
2020-08-12 06:30:37 UTC,electrical_conductivity,275.5312052735323,45.50422566666666,10.731711666666667,0,0,0
2020-08-12 06:30:38 UTC,electrical_conductivity,274.81625332968423,45.50435266666667,10.731711666666667,0,0,0
2020-08-12 06:30:39 UTC,electrical_conductivity,273.94825741482697,45.50447966666667,10.731711666666667,0,0,0
2020-08-12 06:30:40 UTC,electrical_conductivity,276.39851159638863,45.503971666666665,10.731890000000002,0,0,0
2020-08-12 06:30:41 UTC,electrical_conductivity,276.04313958584845,45.504098666666664,10.731890000000002,0,0,0
2020-08-12 06:30:42 UTC,electrical_conductivity,275.5494034639091,45.50422566666666,10.731890000000002,0,0,0
2020-08-12 06:30:43 UTC,electrical_conductivity,275.8915989601318,45.50435266666667,10.731890000000002,0,0,0
2020-08-12 06:30:44 UTC,electrical_conductivity,274.72635714269177,45.50447966666667,10.731890000000002,0,0,0
2020-08-12 06:30:45 UTC,electrical_conductivity,275.1999999998437,45.503971666666665,10.732068333333334,0,0,0
2020-08-12 06:30:46 UTC,electrical_conductivity,277.4881803302994,45.504098666666664,10.732068333333334,0,0,0
2020-08-12 06:30:47 UTC,electrical_conductivity,276.49586311334065,45.50422566666666,10.732068333333334,0,0,0
2020-08-12 06:30:48 UTC,electrical_conductivity,275.9533088598782,45.50435266666667,10.732068333333334,0,0,0
