timestamp,latitude,longitude,parameter,value,unit,geo_location_details,depth,data_source_name,data_source_details,station,valid_machine,valid_campaign,valid_human,access_level,id
2020-10-14 09:59:58 UTC,45.57743333333333,10.701068333333334,electrical_conductivity,95.0,uS/cm,"{""hdop""=>nil}",,BB.R00001.00R000011-Conductivity,"{""sensor_name""=>""00R000011"", ""units""=>""µS""}",R00001,-1,-1,0,P,5f86cc2183cfce0a196c4cf7
2020-10-14 09:59:59 UTC,45.57743333333333,10.701066666666666,dissolved_oxygen,9.14,mg/l,"{""hdop""=>nil}",,BB.R00001.mo2001021-O2,"{""sensor_name""=>""mo2001021"", ""units""=>""mg/l""}",R00001,-1,-1,0,P,5f86cc2183cfce0a196c4cf8
2020-10-14 09:59:59 UTC,45.57743333333333,10.701066666666666,temperature,20.31,celsius,"{""hdop""=>nil}",,BB.R00001.mo2001022-Temperature,"{""sensor_name""=>""mo2001022"", ""units""=>""°C""}",R00001,-1,-1,0,P,5f86cc2183cfce0a196c4cf9
2020-10-14 09:59:59 UTC,45.57743333333333,10.701066666666666,pH,7.25,"","{""hdop""=>nil}",,BB.R00001.mph001061-pH,"{""sensor_name""=>""mph001061"", ""units""=>""""}",R00001,-1,-1,0,P,5f86cc2183cfce0a196c4cfa
2020-10-14 09:59:59 UTC,45.57743333333333,10.701066666666666,electrical_conductivity,94.0,uS/cm,"{""hdop""=>nil}",,BB.R00001.00R000011-Conductivity,"{""sensor_name""=>""00R000011"", ""units""=>""µS""}",R00001,-1,-1,0,P,5f86cc2283cfce0a196c4cfb
2020-10-14 10:00:00 UTC,45.57743333333333,10.701063333333334,dissolved_oxygen,9.14,mg/l,"{""hdop""=>nil}",,BB.R00001.mo2001021-O2,"{""sensor_name""=>""mo2001021"", ""units""=>""mg/l""}",R00001,-1,-1,0,P,5f86cc2283cfce0a196c4cfc
2020-10-14 10:00:00 UTC,45.57743333333333,10.701063333333334,temperature,20.31,celsius,"{""hdop""=>nil}",,BB.R00001.mo2001022-Temperature,"{""sensor_name""=>""mo2001022"", ""units""=>""°C""}",R00001,-1,-1,0,P,5f86cc2283cfce0a196c4cfd
2020-10-14 10:00:00 UTC,45.57743333333333,10.701063333333334,pH,7.23,"","{""hdop""=>nil}",,BB.R00001.mph001061-pH,"{""sensor_name""=>""mph001061"", ""units""=>""""}",R00001,-1,-1,0,P,5f86cc2283cfce0a196c4cfe
2020-10-14 10:00:00 UTC,45.57743333333333,10.701063333333334,electrical_conductivity,98.0,uS/cm,"{""hdop""=>nil}",,BB.R00001.00R000011-Conductivity,"{""sensor_name""=>""00R000011"", ""units""=>""µS""}",R00001,-1,-1,0,P,5f86cc2383cfce0a196c4cff
2020-10-14 10:00:01 UTC,45.57743333333333,10.701061666666666,dissolved_oxygen,9.14,mg/l,"{""hdop""=>nil}",,BB.R00001.mo2001021-O2,"{""sensor_name""=>""mo2001021"", ""units""=>""mg/l""}",R00001,-1,-1,0,P,5f86cc2383cfce0a196c4d00
